"Date and Time Run 1","Time (s) Run 1","Temperature (°C) Run 1"
03/04/2026 03:24:58 pm,0.000,21.7
03/04/2026 03:24:58 pm,0.500,21.7
03/04/2026 03:24:59 pm,1.000,21.7
03/04/2026 03:24:59 pm,1.500,21.7
03/04/2026 03:25:00 pm,2.000,21.7
03/04/2026 03:25:00 pm,2.500,21.7
03/04/2026 03:25:01 pm,3.000,21.7
03/04/2026 03:25:01 pm,3.500,21.7
03/04/2026 03:25:02 pm,4.000,21.7
03/04/2026 03:25:02 pm,4.500,21.7
03/04/2026 03:25:03 pm,5.000,21.7
03/04/2026 03:25:03 pm,5.500,21.7
03/04/2026 03:25:04 pm,6.000,21.7
03/04/2026 03:25:04 pm,6.500,21.7
03/04/2026 03:25:05 pm,7.000,21.7
03/04/2026 03:25:05 pm,7.500,21.7
03/04/2026 03:25:06 pm,8.000,21.7
03/04/2026 03:25:06 pm,8.500,21.7
03/04/2026 03:25:07 pm,9.000,21.7
03/04/2026 03:25:07 pm,9.500,21.7
03/04/2026 03:25:08 pm,10.000,21.7
03/04/2026 03:25:08 pm,10.500,21.7
03/04/2026 03:25:09 pm,11.000,21.7
03/04/2026 03:25:09 pm,11.500,21.7
03/04/2026 03:25:10 pm,12.000,21.7
03/04/2026 03:25:10 pm,12.500,21.7
03/04/2026 03:25:11 pm,13.000,21.7
03/04/2026 03:25:11 pm,13.500,21.7
03/04/2026 03:25:12 pm,14.000,21.7
03/04/2026 03:25:12 pm,14.500,21.7
03/04/2026 03:25:13 pm,15.000,21.7
03/04/2026 03:25:13 pm,15.500,21.7
03/04/2026 03:25:14 pm,16.000,21.7
03/04/2026 03:25:14 pm,16.500,21.7
03/04/2026 03:25:15 pm,17.000,21.7
03/04/2026 03:25:15 pm,17.500,21.7
03/04/2026 03:25:16 pm,18.000,21.7
03/04/2026 03:25:16 pm,18.500,21.7
03/04/2026 03:25:17 pm,19.000,21.7
03/04/2026 03:25:17 pm,19.500,21.7
03/04/2026 03:25:18 pm,20.000,21.7
03/04/2026 03:25:18 pm,20.500,21.7
03/04/2026 03:25:19 pm,21.000,21.7
03/04/2026 03:25:19 pm,21.500,21.7
03/04/2026 03:25:20 pm,22.000,21.7
03/04/2026 03:25:20 pm,22.500,21.7
03/04/2026 03:25:21 pm,23.000,21.7
03/04/2026 03:25:21 pm,23.500,21.7
03/04/2026 03:25:22 pm,24.000,21.7
03/04/2026 03:25:22 pm,24.500,21.7
03/04/2026 03:25:23 pm,25.000,21.7
03/04/2026 03:25:23 pm,25.500,21.7
03/04/2026 03:25:24 pm,26.000,21.7
03/04/2026 03:25:24 pm,26.500,21.7
03/04/2026 03:25:25 pm,27.000,21.7
03/04/2026 03:25:25 pm,27.500,21.7
03/04/2026 03:25:26 pm,28.000,21.7
03/04/2026 03:25:26 pm,28.500,21.7
03/04/2026 03:25:27 pm,29.000,21.7
03/04/2026 03:25:27 pm,29.500,21.7
03/04/2026 03:25:28 pm,30.000,21.7
03/04/2026 03:25:28 pm,30.500,21.7
03/04/2026 03:25:29 pm,31.000,21.7
03/04/2026 03:25:29 pm,31.500,21.7
03/04/2026 03:25:30 pm,32.000,21.7
03/04/2026 03:25:30 pm,32.500,21.7
03/04/2026 03:25:31 pm,33.000,21.7
03/04/2026 03:25:31 pm,33.500,21.7
03/04/2026 03:25:32 pm,34.000,21.7
03/04/2026 03:25:32 pm,34.500,21.7
03/04/2026 03:25:33 pm,35.000,21.7
03/04/2026 03:25:33 pm,35.500,21.7
03/04/2026 03:25:34 pm,36.000,21.7
03/04/2026 03:25:34 pm,36.500,21.7
03/04/2026 03:25:35 pm,37.000,21.7
03/04/2026 03:25:35 pm,37.500,21.7
03/04/2026 03:25:36 pm,38.000,21.7
03/04/2026 03:25:36 pm,38.500,21.7
03/04/2026 03:25:37 pm,39.000,21.7
03/04/2026 03:25:37 pm,39.500,21.7
03/04/2026 03:25:38 pm,40.000,21.7
03/04/2026 03:25:38 pm,40.500,21.7
03/04/2026 03:25:39 pm,41.000,21.7
03/04/2026 03:25:39 pm,41.500,21.7
03/04/2026 03:25:40 pm,42.000,21.7
03/04/2026 03:25:40 pm,42.500,21.7
03/04/2026 03:25:41 pm,43.000,21.7
03/04/2026 03:25:41 pm,43.500,21.7
03/04/2026 03:25:42 pm,44.000,21.7
03/04/2026 03:25:42 pm,44.500,21.7
03/04/2026 03:25:43 pm,45.000,21.7
03/04/2026 03:25:43 pm,45.500,21.7
03/04/2026 03:25:44 pm,46.000,21.7
03/04/2026 03:25:44 pm,46.500,21.7
03/04/2026 03:25:45 pm,47.000,21.7
03/04/2026 03:25:45 pm,47.500,21.7
03/04/2026 03:25:46 pm,48.000,21.7
03/04/2026 03:25:46 pm,48.500,21.7
03/04/2026 03:25:47 pm,49.000,21.7
03/04/2026 03:25:47 pm,49.500,21.7
03/04/2026 03:25:48 pm,50.000,21.7
03/04/2026 03:25:48 pm,50.500,21.7
03/04/2026 03:25:49 pm,51.000,21.7
03/04/2026 03:25:49 pm,51.500,21.7
03/04/2026 03:25:50 pm,52.000,21.7
03/04/2026 03:25:50 pm,52.500,21.7
03/04/2026 03:25:51 pm,53.000,21.7
03/04/2026 03:25:51 pm,53.500,21.7
03/04/2026 03:25:52 pm,54.000,21.7
03/04/2026 03:25:52 pm,54.500,21.7
03/04/2026 03:25:53 pm,55.000,21.7
03/04/2026 03:25:53 pm,55.500,21.7
03/04/2026 03:25:54 pm,56.000,21.7
03/04/2026 03:25:54 pm,56.500,21.7
03/04/2026 03:25:55 pm,57.000,21.7
03/04/2026 03:25:55 pm,57.500,21.7
03/04/2026 03:25:56 pm,58.000,21.7
03/04/2026 03:25:56 pm,58.500,21.7
03/04/2026 03:25:57 pm,59.000,21.7
03/04/2026 03:25:57 pm,59.500,21.7
03/04/2026 03:25:58 pm,60.000,21.7
03/04/2026 03:25:58 pm,60.500,21.7
03/04/2026 03:25:59 pm,61.000,21.7
03/04/2026 03:25:59 pm,61.500,21.7
03/04/2026 03:26:00 pm,62.000,21.7
03/04/2026 03:26:00 pm,62.500,21.7
03/04/2026 03:26:01 pm,63.000,21.7
03/04/2026 03:26:01 pm,63.500,21.7
03/04/2026 03:26:02 pm,64.000,21.7
03/04/2026 03:26:02 pm,64.500,21.7
03/04/2026 03:26:03 pm,65.000,21.7
03/04/2026 03:26:03 pm,65.500,21.6
03/04/2026 03:26:04 pm,66.000,21.7
03/04/2026 03:26:04 pm,66.500,21.7
03/04/2026 03:26:05 pm,67.000,21.6
03/04/2026 03:26:05 pm,67.500,21.7
03/04/2026 03:26:06 pm,68.000,21.7
03/04/2026 03:26:06 pm,68.500,21.7
03/04/2026 03:26:07 pm,69.000,21.7
03/04/2026 03:26:07 pm,69.500,21.7
03/04/2026 03:26:08 pm,70.000,21.7
03/04/2026 03:26:08 pm,70.500,21.7
03/04/2026 03:26:09 pm,71.000,21.6
03/04/2026 03:26:09 pm,71.500,21.7
03/04/2026 03:26:10 pm,72.000,21.6
03/04/2026 03:26:10 pm,72.500,21.7
03/04/2026 03:26:11 pm,73.000,21.6
03/04/2026 03:26:11 pm,73.500,21.7
03/04/2026 03:26:12 pm,74.000,21.7
03/04/2026 03:26:12 pm,74.500,21.7
03/04/2026 03:26:13 pm,75.000,21.7
03/04/2026 03:26:13 pm,75.500,21.7
03/04/2026 03:26:14 pm,76.000,21.7
03/04/2026 03:26:14 pm,76.500,21.7
03/04/2026 03:26:15 pm,77.000,21.7
03/04/2026 03:26:15 pm,77.500,21.7
03/04/2026 03:26:16 pm,78.000,21.6
03/04/2026 03:26:16 pm,78.500,21.7
03/04/2026 03:26:17 pm,79.000,21.7
03/04/2026 03:26:17 pm,79.500,21.6
03/04/2026 03:26:18 pm,80.000,21.7
03/04/2026 03:26:18 pm,80.500,21.6
03/04/2026 03:26:19 pm,81.000,21.6
03/04/2026 03:26:19 pm,81.500,21.7
03/04/2026 03:26:20 pm,82.000,21.7
03/04/2026 03:26:20 pm,82.500,21.7
03/04/2026 03:26:21 pm,83.000,21.6
03/04/2026 03:26:21 pm,83.500,21.7
03/04/2026 03:26:22 pm,84.000,21.7
03/04/2026 03:26:22 pm,84.500,21.7
03/04/2026 03:26:23 pm,85.000,21.7
03/04/2026 03:26:23 pm,85.500,21.6
03/04/2026 03:26:24 pm,86.000,21.6
03/04/2026 03:26:24 pm,86.500,21.7
03/04/2026 03:26:25 pm,87.000,21.6
03/04/2026 03:26:25 pm,87.500,21.7
03/04/2026 03:26:26 pm,88.000,21.7
03/04/2026 03:26:26 pm,88.500,21.7
03/04/2026 03:26:27 pm,89.000,21.6
03/04/2026 03:26:27 pm,89.500,21.6
03/04/2026 03:26:28 pm,90.000,21.7
03/04/2026 03:26:28 pm,90.500,21.7
03/04/2026 03:26:29 pm,91.000,21.7
03/04/2026 03:26:29 pm,91.500,21.7
03/04/2026 03:26:30 pm,92.000,21.7
03/04/2026 03:26:30 pm,92.500,21.7
03/04/2026 03:26:31 pm,93.000,21.7
03/04/2026 03:26:31 pm,93.500,21.7
03/04/2026 03:26:32 pm,94.000,21.7
03/04/2026 03:26:32 pm,94.500,21.7
03/04/2026 03:26:33 pm,95.000,21.6
03/04/2026 03:26:33 pm,95.500,21.7
03/04/2026 03:26:34 pm,96.000,21.6
03/04/2026 03:26:34 pm,96.500,21.6
03/04/2026 03:26:35 pm,97.000,21.6
03/04/2026 03:26:35 pm,97.500,21.7
03/04/2026 03:26:36 pm,98.000,21.6
03/04/2026 03:26:36 pm,98.500,21.7
03/04/2026 03:26:37 pm,99.000,21.6
03/04/2026 03:26:37 pm,99.500,21.7
03/04/2026 03:26:38 pm,100.000,21.7
03/04/2026 03:26:38 pm,100.500,21.7
03/04/2026 03:26:39 pm,101.000,21.7
03/04/2026 03:26:39 pm,101.500,21.6
03/04/2026 03:26:40 pm,102.000,21.6
03/04/2026 03:26:40 pm,102.500,21.6
03/04/2026 03:26:41 pm,103.000,21.6
03/04/2026 03:26:41 pm,103.500,21.7
03/04/2026 03:26:42 pm,104.000,21.6
03/04/2026 03:26:42 pm,104.500,21.7
03/04/2026 03:26:43 pm,105.000,21.6
03/04/2026 03:26:43 pm,105.500,21.6
03/04/2026 03:26:44 pm,106.000,21.7
03/04/2026 03:26:44 pm,106.500,21.6
03/04/2026 03:26:45 pm,107.000,21.6
03/04/2026 03:26:45 pm,107.500,21.6
03/04/2026 03:26:46 pm,108.000,21.6
03/04/2026 03:26:46 pm,108.500,21.6
03/04/2026 03:26:47 pm,109.000,21.7
03/04/2026 03:26:47 pm,109.500,21.6
03/04/2026 03:26:48 pm,110.000,21.7
03/04/2026 03:26:48 pm,110.500,21.6
03/04/2026 03:26:49 pm,111.000,21.6
03/04/2026 03:26:49 pm,111.500,21.6
03/04/2026 03:26:50 pm,112.000,21.7
03/04/2026 03:26:50 pm,112.500,21.6
03/04/2026 03:26:51 pm,113.000,21.6
03/04/2026 03:26:51 pm,113.500,21.7
03/04/2026 03:26:52 pm,114.000,21.6
03/04/2026 03:26:52 pm,114.500,21.6
03/04/2026 03:26:53 pm,115.000,21.6
03/04/2026 03:26:53 pm,115.500,21.7
03/04/2026 03:26:54 pm,116.000,21.6
03/04/2026 03:26:54 pm,116.500,21.6
03/04/2026 03:26:55 pm,117.000,21.6
03/04/2026 03:26:55 pm,117.500,21.7
03/04/2026 03:26:56 pm,118.000,21.6
03/04/2026 03:26:56 pm,118.500,21.6
03/04/2026 03:26:57 pm,119.000,21.6
03/04/2026 03:26:57 pm,119.500,21.6
03/04/2026 03:26:58 pm,120.000,21.6
03/04/2026 03:26:58 pm,120.500,21.6
03/04/2026 03:26:59 pm,121.000,21.6
03/04/2026 03:26:59 pm,121.500,21.6
03/04/2026 03:27:00 pm,122.000,21.6
03/04/2026 03:27:00 pm,122.500,21.6
03/04/2026 03:27:01 pm,123.000,21.6
03/04/2026 03:27:01 pm,123.500,21.6
03/04/2026 03:27:02 pm,124.000,21.6
03/04/2026 03:27:02 pm,124.500,21.6
03/04/2026 03:27:03 pm,125.000,21.6
03/04/2026 03:27:03 pm,125.500,21.6
03/04/2026 03:27:04 pm,126.000,21.6
03/04/2026 03:27:04 pm,126.500,21.6
03/04/2026 03:27:05 pm,127.000,21.6
03/04/2026 03:27:05 pm,127.500,21.6
03/04/2026 03:27:06 pm,128.000,21.6
03/04/2026 03:27:06 pm,128.500,21.6
03/04/2026 03:27:07 pm,129.000,21.7
03/04/2026 03:27:07 pm,129.500,21.7
03/04/2026 03:27:08 pm,130.000,21.6
03/04/2026 03:27:08 pm,130.500,21.7
03/04/2026 03:27:09 pm,131.000,21.6
03/04/2026 03:27:09 pm,131.500,21.6
03/04/2026 03:27:10 pm,132.000,21.6
03/04/2026 03:27:10 pm,132.500,21.7
03/04/2026 03:27:11 pm,133.000,21.6
03/04/2026 03:27:11 pm,133.500,21.6
03/04/2026 03:27:12 pm,134.000,21.6
03/04/2026 03:27:12 pm,134.500,21.6
03/04/2026 03:27:13 pm,135.000,21.6
03/04/2026 03:27:13 pm,135.500,21.6
03/04/2026 03:27:14 pm,136.000,21.6
03/04/2026 03:27:14 pm,136.500,21.6
03/04/2026 03:27:15 pm,137.000,21.7
03/04/2026 03:27:15 pm,137.500,21.6
03/04/2026 03:27:16 pm,138.000,21.6
03/04/2026 03:27:16 pm,138.500,21.7
03/04/2026 03:27:17 pm,139.000,21.6
03/04/2026 03:27:17 pm,139.500,21.6
03/04/2026 03:27:18 pm,140.000,21.6
03/04/2026 03:27:18 pm,140.500,21.6
03/04/2026 03:27:19 pm,141.000,21.7
03/04/2026 03:27:19 pm,141.500,21.6
03/04/2026 03:27:20 pm,142.000,21.6
03/04/2026 03:27:20 pm,142.500,21.6
03/04/2026 03:27:21 pm,143.000,21.6
03/04/2026 03:27:21 pm,143.500,21.7
03/04/2026 03:27:22 pm,144.000,21.6
03/04/2026 03:27:22 pm,144.500,21.6
03/04/2026 03:27:23 pm,145.000,21.6
03/04/2026 03:27:23 pm,145.500,21.6
03/04/2026 03:27:24 pm,146.000,21.6
03/04/2026 03:27:24 pm,146.500,21.6
03/04/2026 03:27:25 pm,147.000,21.6
03/04/2026 03:27:25 pm,147.500,21.6
03/04/2026 03:27:26 pm,148.000,21.6
03/04/2026 03:27:26 pm,148.500,21.6
03/04/2026 03:27:27 pm,149.000,21.6
03/04/2026 03:27:27 pm,149.500,21.6
03/04/2026 03:27:28 pm,150.000,21.6
03/04/2026 03:27:28 pm,150.500,21.6
03/04/2026 03:27:29 pm,151.000,21.6
03/04/2026 03:27:29 pm,151.500,21.6
03/04/2026 03:27:30 pm,152.000,21.6
03/04/2026 03:27:30 pm,152.500,21.6
03/04/2026 03:27:31 pm,153.000,21.6
03/04/2026 03:27:31 pm,153.500,21.6
03/04/2026 03:27:32 pm,154.000,21.6
03/04/2026 03:27:32 pm,154.500,21.6
03/04/2026 03:27:33 pm,155.000,21.6
03/04/2026 03:27:33 pm,155.500,21.6
03/04/2026 03:27:34 pm,156.000,21.6
03/04/2026 03:27:34 pm,156.500,21.6
03/04/2026 03:27:35 pm,157.000,21.6
03/04/2026 03:27:35 pm,157.500,21.7
03/04/2026 03:27:36 pm,158.000,21.6
03/04/2026 03:27:36 pm,158.500,21.6
03/04/2026 03:27:37 pm,159.000,21.6
03/04/2026 03:27:37 pm,159.500,21.6
03/04/2026 03:27:38 pm,160.000,21.6
03/04/2026 03:27:38 pm,160.500,21.6
03/04/2026 03:27:39 pm,161.000,21.6
03/04/2026 03:27:39 pm,161.500,21.6
03/04/2026 03:27:40 pm,162.000,21.6
03/04/2026 03:27:40 pm,162.500,21.6
03/04/2026 03:27:41 pm,163.000,21.6
03/04/2026 03:27:41 pm,163.500,21.6
03/04/2026 03:27:42 pm,164.000,21.6
03/04/2026 03:27:42 pm,164.500,21.6
03/04/2026 03:27:43 pm,165.000,21.6
03/04/2026 03:27:43 pm,165.500,21.6
03/04/2026 03:27:44 pm,166.000,21.6
03/04/2026 03:27:44 pm,166.500,21.6
03/04/2026 03:27:45 pm,167.000,21.6
03/04/2026 03:27:45 pm,167.500,21.6
03/04/2026 03:27:46 pm,168.000,21.6
03/04/2026 03:27:46 pm,168.500,21.6
03/04/2026 03:27:47 pm,169.000,21.6
03/04/2026 03:27:47 pm,169.500,21.6
03/04/2026 03:27:48 pm,170.000,21.6
03/04/2026 03:27:48 pm,170.500,21.6
03/04/2026 03:27:49 pm,171.000,21.6
03/04/2026 03:27:49 pm,171.500,21.6
03/04/2026 03:27:50 pm,172.000,21.6
03/04/2026 03:27:50 pm,172.500,21.6
03/04/2026 03:27:51 pm,173.000,21.6
03/04/2026 03:27:51 pm,173.500,21.6
03/04/2026 03:27:52 pm,174.000,21.6
